Month,State,Source,Unit,Installed_Capacity
2021-04-01,Jammu and Kashmir,Renewables,MW,211.03
2021-04-01,Ladakh,Renewables,MW,0
2021-04-01,Punjab,Renewables,MW,1617.25
2021-04-01,Rajasthan,Renewables,MW,10244.5
2021-04-01,Uttar Pradesh,Renewables,MW,3985.11
2021-04-01,Uttarakhand,Renewables,MW,712.95
2021-04-01,Andaman & Nicobar Islands,Renewables,MW,34.47
2021-04-01,Bihar,Renewables,MW,364.32
2021-04-01,Jharkhand,Renewables,MW,60.41
2021-04-01,Odisha,Renewables,MW,549.57
2021-04-01,Sikkim,Renewables,MW,52.18
2021-04-01,West Bengal,Renewables,MW,568.26
2021-04-01,Chhatisgarh,Renewables,MW,573.38
2021-04-01,Dadra & Nagar Haveli,Renewables,MW,5.46
2021-04-01,Daman & Diu,Renewables,MW,40.55
2021-04-01,Goa,Renewables,MW,7.83
2021-04-01,Gujarat,Renewables,MW,13514.29
2021-04-01,Madhya Pradesh,Renewables,MW,5205.57
2021-04-01,Maharashtra,Renewables,MW,10277.37
2021-04-01,Andhra Pradesh,Renewables,MW,8968.59
2021-04-01,Karnataka,Renewables,MW,15477.02
2021-04-01,Kerala,Renewables,MW,551.79
2021-04-01,Lakshadweep,Renewables,MW,0.75
2021-04-01,Puducherry,Renewables,MW,9.33
2021-04-01,Tamil Nadu,Renewables,MW,15249.15
2021-04-01,Telangana,Renewables,MW,4385
2021-04-01,Arunachal Pradesh,Renewables,MW,136.72
2021-04-01,Assam,Renewables,MW,80.26
2021-04-01,Manipur,Renewables,MW,11.81
2021-04-01,Meghalaya,Renewables,MW,46.45
2021-04-01,Mizoram,Renewables,MW,38
2021-04-01,Nagaland,Renewables,MW,31.67
2021-04-01,Tripura,Renewables,MW,25.42
2021-05-01,Chandigarh,Renewables,MW,49.37
2021-05-01,Delhi,Renewables,MW,244.97
2021-05-01,Haryana,Renewables,MW,693.19
2021-05-01,Himachal Pradesh,Renewables,MW,988.6
2021-05-01,Jammu and Kashmir,Renewables,MW,211.03
2021-05-01,Ladakh,Renewables,MW,0
2021-05-01,Punjab,Renewables,MW,1617.25
2021-05-01,Rajasthan,Renewables,MW,10544.5
2021-05-01,Uttar Pradesh,Renewables,MW,3985.11
2021-05-01,Uttarakhand,Renewables,MW,712.95
2021-05-01,Andaman & Nicobar Islands,Renewables,MW,34.47
2021-05-01,Bihar,Renewables,MW,364.88
2021-05-01,Jharkhand,Renewables,MW,60.41
2021-05-01,Odisha,Renewables,MW,549.57
2021-05-01,Sikkim,Renewables,MW,52.18
2021-05-01,West Bengal,Renewables,MW,568.26
2021-05-01,Chhatisgarh,Renewables,MW,598.38
2021-05-01,Dadra & Nagar Haveli,Renewables,MW,5.46
2021-05-01,Daman & Diu,Renewables,MW,40.66
2021-05-01,Goa,Renewables,MW,7.83
2021-05-01,Gujarat,Renewables,MW,13729.32
2021-05-01,Madhya Pradesh,Renewables,MW,5244.14
2021-05-01,Maharashtra,Renewables,MW,10281.37
2021-05-01,Andhra Pradesh,Renewables,MW,8972.98
2021-05-01,Karnataka,Renewables,MW,15517.02
2021-05-01,Kerala,Renewables,MW,551.79
2021-05-01,Lakshadweep,Renewables,MW,0.75
2021-05-01,Puducherry,Renewables,MW,9.33
2021-05-01,Tamil Nadu,Renewables,MW,15250.15
2021-05-01,Telangana,Renewables,MW,4385
2021-05-01,Arunachal Pradesh,Renewables,MW,136.72
2021-05-01,Assam,Renewables,MW,95.26
2021-05-01,Manipur,Renewables,MW,11.81
2021-05-01,Meghalaya,Renewables,MW,46.45
2021-05-01,Mizoram,Renewables,MW,38
2021-05-01,Nagaland,Renewables,MW,31.67
2021-05-01,Tripura,Renewables,MW,25.42
2021-06-01,Chandigarh,Renewables,MW,49.58
2021-06-01,Delhi,Renewables,MW,244.97
2021-06-01,Haryana,Renewables,MW,810.23
2021-06-01,Himachal Pradesh,Renewables,MW,990.35
2021-06-01,Jammu and Kashmir,Renewables,MW,211.03
2021-06-01,Ladakh,Renewables,MW,0
2021-06-01,Punjab,Renewables,MW,1626.38
2021-06-01,Rajasthan,Renewables,MW,11052.62
2021-06-01,Uttar Pradesh,Renewables,MW,4006.64
2021-06-01,Uttarakhand,Renewables,MW,742.84
2021-06-01,Andaman & Nicobar Islands,Renewables,MW,34.47
2021-06-01,Bihar,Renewables,MW,364.88
2021-06-01,Jharkhand,Renewables,MW,60.41
2021-06-01,Odisha,Renewables,MW,549.57
2021-06-01,Sikkim,Renewables,MW,52.18
2021-06-01,West Bengal,Renewables,MW,568.26
2021-06-01,Chhatisgarh,Renewables,MW,598.38
2021-06-01,Dadra & Nagar Haveli,Renewables,MW,5.46
2021-06-01,Daman & Diu,Renewables,MW,40.66
2021-06-01,Goa,Renewables,MW,7.83
2021-06-01,Gujarat,Renewables,MW,14050.01
2021-06-01,Madhya Pradesh,Renewables,MW,5281.51
2021-06-01,Maharashtra,Renewables,MW,10383.35
2021-06-01,Andhra Pradesh,Renewables,MW,9019.86
2021-06-01,Karnataka,Renewables,MW,15517.02
2021-06-01,Kerala,Renewables,MW,573.27
2021-06-01,Lakshadweep,Renewables,MW,0.75
2021-06-01,Puducherry,Renewables,MW,9.33
2021-06-01,Tamil Nadu,Renewables,MW,15328.8
2021-06-01,Telangana,Renewables,MW,4389.47
2021-06-01,Arunachal Pradesh,Renewables,MW,136.72
2021-06-01,Assam,Renewables,MW,95.26
2021-06-01,Manipur,Renewables,MW,11.81
2021-06-01,Meghalaya,Renewables,MW,46.52
2021-06-01,Mizoram,Renewables,MW,38
2021-06-01,Nagaland,Renewables,MW,31.67
2021-06-01,Tripura,Renewables,MW,25.42
2021-07-01,Chandigarh,Renewables,MW,50.39
2021-07-01,Delhi,Renewables,MW,246.43
2021-07-01,Haryana,Renewables,MW,948.6
2021-07-01,Himachal Pradesh,Renewables,MW,1002.87
2021-07-01,Jammu and Kashmir,Renewables,MW,240.99
2021-07-01,Ladakh,Renewables,MW,0
2021-07-01,Punjab,Renewables,MW,1664.71
2021-07-01,Rajasthan,Renewables,MW,11392.32
2021-07-01,Uttar Pradesh,Renewables,MW,4194.78
2021-07-01,Uttarakhand,Renewables,MW,778.96
2021-07-01,Andaman & Nicobar Islands,Renewables,MW,34.74
2021-07-01,Bihar,Renewables,MW,386.86
2021-07-01,Jharkhand,Renewables,MW,82.62
2021-07-01,Odisha,Renewables,MW,582.05
2021-07-01,Sikkim,Renewables,MW,74.91
2021-07-01,West Bengal,Renewables,MW,581.08
2021-07-01,Chhatisgarh,Renewables,MW,847.08
2021-07-01,Dadra & Nagar Haveli,Renewables,MW,5.46
2021-07-01,Daman & Diu,Renewables,MW,40.72
2021-07-01,Goa,Renewables,MW,7.95
2021-07-01,Gujarat,Renewables,MW,14184.34
2021-07-01,Madhya Pradesh,Renewables,MW,5405.21
2021-07-01,Maharashtra,Renewables,MW,10419.17
2021-07-01,Andhra Pradesh,Renewables,MW,9142.41
2021-07-01,Karnataka,Renewables,MW,15573.26
2021-07-01,Kerala,Renewables,MW,594.09
2021-07-01,Lakshadweep,Renewables,MW,3.27
2021-07-01,Puducherry,Renewables,MW,9.51
2021-07-01,Tamil Nadu,Renewables,MW,15507.36
2021-07-01,Telangana,Renewables,MW,4398.01
2021-07-01,Arunachal Pradesh,Renewables,MW,142.28
2021-07-01,Assam,Renewables,MW,104.49
2021-07-01,Manipur,Renewables,MW,17.42
2021-07-01,Meghalaya,Renewables,MW,50.34
2021-07-01,Mizoram,Renewables,MW,44.26
2021-07-01,Nagaland,Renewables,MW,33.68
2021-07-01,Tripura,Renewables,MW,90.1
2021-08-01,Chandigarh,Renewables,MW,51.97
2021-08-01,Delhi,Renewables,MW,263.12
2021-08-01,Haryana,Renewables,MW,952.19
2021-08-01,Himachal Pradesh,Renewables,MW,1020.74
2021-08-01,Jammu and Kashmir,Renewables,MW,236.08
2021-08-01,Ladakh,Renewables,MW,0
2021-08-01,Punjab,Renewables,MW,1687.92
2021-08-01,Rajasthan,Renewables,MW,12213.7
2021-08-01,Uttar Pradesh,Renewables,MW,4248.76
2021-08-01,Uttarakhand,Renewables,MW,905.29
2021-08-01,Andaman & Nicobar Islands,Renewables,MW,34.74
2021-08-01,Bihar,Renewables,MW,386.89
2021-08-01,Jharkhand,Renewables,MW,87.92
2021-08-01,Odisha,Renewables,MW,575.68
2021-08-01,Sikkim,Renewables,MW,54.05
2021-08-01,West Bengal,Renewables,MW,582.27
2021-08-01,Chhatisgarh,Renewables,MW,846.9
2021-08-01,Dadra & Nagar Haveli,Renewables,MW,5.46
2021-08-01,Daman & Diu,Renewables,MW,40.72
2021-08-01,Goa,Renewables,MW,11.67
2021-08-01,Gujarat,Renewables,MW,14743.12
2021-08-01,Madhya Pradesh,Renewables,MW,5381.19
2021-08-01,Maharashtra,Renewables,MW,10470.2
2021-08-01,Andhra Pradesh,Renewables,MW,9175.08
2021-08-01,Karnataka,Renewables,MW,15590.49
2021-08-01,Kerala,Renewables,MW,613.47
2021-08-01,Lakshadweep,Renewables,MW,3.27
2021-08-01,Puducherry,Renewables,MW,9.51
2021-08-01,Tamil Nadu,Renewables,MW,15637.04
2021-08-01,Telangana,Renewables,MW,4430.43
2021-08-01,Arunachal Pradesh,Renewables,MW,142.33
2021-08-01,Assam,Renewables,MW,104.56
2021-08-01,Manipur,Renewables,MW,17.45
2021-08-01,Meghalaya,Renewables,MW,50.34
2021-08-01,Mizoram,Renewables,MW,44.3
2021-08-01,Nagaland,Renewables,MW,33.68
2021-08-01,Tripura,Renewables,MW,30.79
2021-09-01,Chandigarh,Renewables,MW,51.97
2021-09-01,Delhi,Renewables,MW,263.12
2021-09-01,Haryana,Renewables,MW,983.14
2021-09-01,Himachal Pradesh,Renewables,MW,1020.77
2021-09-01,Jammu and Kashmir,Renewables,MW,236.09
2021-09-01,Ladakh,Renewables,MW,0
2021-09-01,Punjab,Renewables,MW,1689.55
2021-09-01,Rajasthan,Renewables,MW,12552.45
2021-09-01,Uttar Pradesh,Renewables,MW,4254.25
2021-09-01,Uttarakhand,Renewables,MW,905.4
2021-09-01,Andaman & Nicobar Islands,Renewables,MW,34.74
2021-09-01,Bihar,Renewables,MW,386.92
2021-09-01,Jharkhand,Renewables,MW,92.79
2021-09-01,Odisha,Renewables,MW,575.77
2021-09-01,Sikkim,Renewables,MW,54.05
2021-09-01,West Bengal,Renewables,MW,582.31
2021-09-01,Chhatisgarh,Renewables,MW,851.9
2021-09-01,Dadra & Nagar Haveli,Renewables,MW,5.46
2021-09-01,Daman & Diu,Renewables,MW,40.72
2021-09-01,Goa,Renewables,MW,11.67
2021-09-01,Gujarat,Renewables,MW,15087.58
2021-09-01,Madhya Pradesh,Renewables,MW,5381.2
2021-09-01,Maharashtra,Renewables,MW,10470.2
2021-09-01,Andhra Pradesh,Renewables,MW,9175.08
2021-09-01,Karnataka,Renewables,MW,15653.49
2021-09-01,Kerala,Renewables,MW,615.47
2021-09-01,Lakshadweep,Renewables,MW,3.27
2021-09-01,Puducherry,Renewables,MW,11.52
2021-09-01,Tamil Nadu,Renewables,MW,15687.64
2021-09-01,Telangana,Renewables,MW,4430.43
2021-09-01,Arunachal Pradesh,Renewables,MW,142.34
2021-09-01,Assam,Renewables,MW,104.66
2021-09-01,Manipur,Renewables,MW,17.57
2021-09-01,Meghalaya,Renewables,MW,50.41
2021-09-01,Mizoram,Renewables,MW,44.35
2021-09-01,Nagaland,Renewables,MW,33.7
2021-09-01,Tripura,Renewables,MW,30.87
2021-10-01,Chandigarh,Renewables,MW,53.45
2021-10-01,Delhi,Renewables,MW,263.12
2021-10-01,Haryana,Renewables,MW,1030.55
2021-10-01,Himachal Pradesh,Renewables,MW,1022.18
2021-10-01,Jammu and Kashmir,Renewables,MW,240.65
2021-10-01,Ladakh,Renewables,MW,0
2021-10-01,Punjab,Renewables,MW,1759.67
2021-10-01,Rajasthan,Renewables,MW,13387.01
2021-10-01,Uttar Pradesh,Renewables,MW,4261.21
2021-10-01,Uttarakhand,Renewables,MW,906.43
2021-10-01,Andaman & Nicobar Islands,Renewables,MW,34.74
2021-10-01,Bihar,Renewables,MW,386.92
2021-10-01,Jharkhand,Renewables,MW,94.97
2021-10-01,Odisha,Renewables,MW,590.34
2021-10-01,Sikkim,Renewables,MW,56.74
2021-10-01,West Bengal,Renewables,MW,583.49
2021-10-01,Chhatisgarh,Renewables,MW,852.58
2021-10-01,Dadra and Nagar Haveli and Dam,Renewables,MW,46.18
2021-10-01,Goa,Renewables,MW,18.88
2021-10-01,Gujarat,Renewables,MW,15228.18
2021-10-01,Madhya Pradesh,Renewables,MW,5421.24
2021-10-01,Maharashtra,Renewables,MW,10566.19
2021-10-01,Andhra Pradesh,Renewables,MW,9175.51
2021-10-01,Karnataka,Renewables,MW,15734.29
2021-10-01,Kerala,Renewables,MW,629.91
2021-10-01,Lakshadweep,Renewables,MW,3.27
2021-10-01,Puducherry,Renewables,MW,11.52
2021-10-01,Tamil Nadu,Renewables,MW,15797.19
2021-10-01,Telangana,Renewables,MW,4474.89
2021-10-01,Arunachal Pradesh,Renewables,MW,142.34
2021-10-01,Assam,Renewables,MW,104.66
2021-10-01,Manipur,Renewables,MW,17.61
2021-10-01,Meghalaya,Renewables,MW,50.41
2021-10-01,Mizoram,Renewables,MW,44.35
2021-10-01,Nagaland,Renewables,MW,33.71
2021-10-01,Tripura,Renewables,MW,30.87
2021-11-01,Chandigarh,Renewables,MW,53.45
2021-11-01,Delhi,Renewables,MW,263.12
2021-11-01,Haryana,Renewables,MW,1086.88
2021-11-01,Himachal Pradesh,Renewables,MW,1023.19
2021-11-01,Jammu and Kashmir,Renewables,MW,191.55
2021-11-01,Ladakh,Renewables,MW,47.44
2021-11-01,Punjab,Renewables,MW,1763.44
2021-11-01,Rajasthan,Renewables,MW,13988.34
2021-11-01,Uttar Pradesh,Renewables,MW,4352.34
2021-11-01,Uttarakhand,Renewables,MW,906.56
2021-11-01,Andaman & Nicobar Islands,Renewables,MW,34.74
2021-11-01,Bihar,Renewables,MW,386.93
2021-11-01,Jharkhand,Renewables,MW,96.42
2021-11-01,Odisha,Renewables,MW,596.34
2021-11-01,Sikkim,Renewables,MW,56.75
2021-11-01,West Bengal,Renewables,MW,584.9
2021-11-01,Chhatisgarh,Renewables,MW,852.58
2021-11-01,Dadra and Nagar Haveli and Dam,Renewables,MW,46.18
2021-11-01,Goa,Renewables,MW,18.88
2021-11-01,Gujarat,Renewables,MW,15319.23
2021-11-01,Madhya Pradesh,Renewables,MW,5421.24
2021-11-01,Maharashtra,Renewables,MW,10566.19
2021-11-01,Andhra Pradesh,Renewables,MW,9190.51
2021-11-01,Karnataka,Renewables,MW,15763.29
2021-11-01,Kerala,Renewables,MW,632.91
2021-11-01,Lakshadweep,Renewables,MW,3.27
2021-11-01,Puducherry,Renewables,MW,12.05
2021-11-01,Tamil Nadu,Renewables,MW,15869.19
2021-11-01,Telangana,Renewables,MW,4479.38
2021-11-01,Arunachal Pradesh,Renewables,MW,142.34
2021-11-01,Assam,Renewables,MW,104.68
2021-11-01,Manipur,Renewables,MW,17.63
2021-11-01,Meghalaya,Renewables,MW,50.43
2021-11-01,Mizoram,Renewables,MW,44.35
2021-11-01,Nagaland,Renewables,MW,33.71
2021-11-01,Tripura,Renewables,MW,30.88
2021-12-01,Chandigarh,Renewables,MW,53.45
2021-12-01,Delhi,Renewables,MW,263.12
2021-12-01,Haryana,Renewables,MW,1086.88
2021-12-01,Himachal Pradesh,Renewables,MW,1030.74
2021-12-01,Jammu and Kashmir,Renewables,MW,191.55
2021-12-01,Ladakh,Renewables,MW,47.44
2021-12-01,Punjab,Renewables,MW,1766.11
2021-12-01,Rajasthan,Renewables,MW,14546.71
2021-12-01,Uttar Pradesh,Renewables,MW,4353.12
2021-12-01,Uttarakhand,Renewables,MW,906.56
2021-12-01,Andaman & Nicobar Islands,Renewables,MW,34.74
2021-12-01,Bihar,Renewables,MW,386.95
2021-12-01,Jharkhand,Renewables,MW,96.42
2021-12-01,Odisha,Renewables,MW,597.04
2021-12-01,Sikkim,Renewables,MW,56.76
2021-12-01,West Bengal,Renewables,MW,584.9
2021-12-01,Chhatisgarh,Renewables,MW,852.58
2021-12-01,Dadra and Nagar Haveli and Dam,Renewables,MW,46.18
2021-12-01,Goa,Renewables,MW,18.88
2021-12-01,Gujarat,Renewables,MW,15447.36
2021-12-01,Madhya Pradesh,Renewables,MW,5421.38
2021-12-01,Maharashtra,Renewables,MW,10566.19
2021-12-01,Andhra Pradesh,Renewables,MW,9190.51
2021-12-01,Karnataka,Renewables,MW,15787.2
2021-12-01,Kerala,Renewables,MW,634.41
2021-12-01,Lakshadweep,Renewables,MW,3.27
2021-12-01,Puducherry,Renewables,MW,12.05
2021-12-01,Tamil Nadu,Renewables,MW,15870.22
2021-12-01,Telangana,Renewables,MW,4601.74
2021-12-01,Arunachal Pradesh,Renewables,MW,142.34
2021-12-01,Assam,Renewables,MW,104.68
2021-12-01,Manipur,Renewables,MW,17.65
2021-12-01,Meghalaya,Renewables,MW,50.46
2021-12-01,Mizoram,Renewables,MW,44.35
2021-12-01,Nagaland,Renewables,MW,33.71
2021-12-01,Tripura,Renewables,MW,30.88
2022-01-01,Chandigarh,Renewables,MW,53.45
2022-01-01,Delhi,Renewables,MW,263.12
2022-01-01,Haryana,Renewables,MW,1086.88
2022-01-01,Himachal Pradesh,Renewables,MW,1031.82
2022-01-01,Jammu and Kashmir,Renewables,MW,191.55
2022-01-01,Ladakh,Renewables,MW,47.44
2022-01-01,Punjab,Renewables,MW,1766.11
2022-01-01,Rajasthan,Renewables,MW,14982.7
2022-01-01,Uttar Pradesh,Renewables,MW,4453.17
2022-01-01,Uttarakhand,Renewables,MW,906.68
2022-01-01,Andaman & Nicobar Islands,Renewables,MW,34.74
2022-01-01,Bihar,Renewables,MW,387
2022-01-01,Jharkhand,Renewables,MW,96.44
2022-01-01,Odisha,Renewables,MW,597.04
2022-01-01,Sikkim,Renewables,MW,56.76
2022-01-01,West Bengal,Renewables,MW,586.94
2022-01-01,Chhatisgarh,Renewables,MW,863.16
2022-01-01,Dadra and Nagar Haveli and Dam,Renewables,MW,46.18
2022-01-01,Goa,Renewables,MW,19.39
2022-01-01,Gujarat,Renewables,MW,15517.91
2022-01-01,Madhya Pradesh,Renewables,MW,5434.2
2022-01-01,Maharashtra,Renewables,MW,10629.27
2022-01-01,Andhra Pradesh,Renewables,MW,9196.25
2022-01-01,Karnataka,Renewables,MW,15795
2022-01-01,Kerala,Renewables,MW,652.8
2022-01-01,Lakshadweep,Renewables,MW,3.27
2022-01-01,Puducherry,Renewables,MW,12.05
2022-01-01,Tamil Nadu,Renewables,MW,15963.68
2022-01-01,Telangana,Renewables,MW,4755
2022-01-01,Arunachal Pradesh,Renewables,MW,142.34
2022-01-01,Assam,Renewables,MW,104.68
2022-01-01,Manipur,Renewables,MW,17.69
2022-01-01,Meghalaya,Renewables,MW,50.48
2022-01-01,Mizoram,Renewables,MW,44.35
2022-01-01,Nagaland,Renewables,MW,33.71
2022-01-01,Tripura,Renewables,MW,30.88
2022-02-01,Chandigarh,Renewables,MW,53.45
2022-02-01,Delhi,Renewables,MW,263.12
2022-02-01,Haryana,Renewables,MW,1089.71
2022-02-01,Himachal Pradesh,Renewables,MW,1039.05
2022-02-01,Jammu and Kashmir,Renewables,MW,191.61
2022-02-01,Ladakh,Renewables,MW,47.44
2022-02-01,Punjab,Renewables,MW,1766.12
2022-02-01,Rajasthan,Renewables,MW,15163.33
2022-02-01,Uttar Pradesh,Renewables,MW,4453.2
2022-02-01,Uttarakhand,Renewables,MW,906.68
2022-02-01,Andaman & Nicobar Islands,Renewables,MW,34.74
2022-02-01,Bihar,Renewables,MW,387.01
2022-02-01,Jharkhand,Renewables,MW,96.44
2022-02-01,Odisha,Renewables,MW,597.04
2022-02-01,Sikkim,Renewables,MW,56.76
2022-02-01,West Bengal,Renewables,MW,586.95
2022-02-01,Chhatisgarh,Renewables,MW,868.15
2022-02-01,Dadra and Nagar Haveli and Dam,Renewables,MW,46.18
2022-02-01,Goa,Renewables,MW,19.39
2022-02-01,Gujarat,Renewables,MW,15615.53
2022-02-01,Madhya Pradesh,Renewables,MW,5434.21
2022-02-01,Maharashtra,Renewables,MW,10632.69
2022-02-01,Andhra Pradesh,Renewables,MW,9211.25
2022-02-01,Karnataka,Renewables,MW,15833.4
2022-02-01,Kerala,Renewables,MW,652.8
2022-02-01,Lakshadweep,Renewables,MW,3.27
2022-02-01,Puducherry,Renewables,MW,13.69
2022-02-01,Tamil Nadu,Renewables,MW,15965.01
2022-02-01,Telangana,Renewables,MW,4877.89
2022-02-01,Arunachal Pradesh,Renewables,MW,142.34
2022-02-01,Assam,Renewables,MW,149.04
2022-02-01,Manipur,Renewables,MW,17.7
2022-02-01,Meghalaya,Renewables,MW,50.48
2022-02-01,Mizoram,Renewables,MW,44.35
2022-02-01,Nagaland,Renewables,MW,33.71
2022-02-01,Tripura,Renewables,MW,30.9
2022-03-01,Chandigarh,Renewables,MW,55.17
2022-03-01,Delhi,Renewables,MW,270.12
2022-03-01,Haryana,Renewables,MW,1242.13
2022-03-01,Himachal Pradesh,Renewables,MW,1040.47
2022-03-01,Jammu and Kashmir,Renewables,MW,191.61
2022-03-01,Ladakh,Renewables,MW,47.44
2022-03-01,Punjab,Renewables,MW,1767.82
2022-03-01,Rajasthan,Renewables,MW,17040.62
2022-03-01,Uttar Pradesh,Renewables,MW,4483.52
2022-03-01,Uttarakhand,Renewables,MW,931.8
2022-03-01,Andaman & Nicobar Islands,Renewables,MW,34.74
2022-03-01,Bihar,Renewables,MW,387.35
2022-03-01,Jharkhand,Renewables,MW,97.14
2022-03-01,Odisha,Renewables,MW,617.09
2022-03-01,Sikkim,Renewables,MW,56.79
2022-03-01,West Bengal,Renewables,MW,586.95
2022-03-01,Chhatisgarh,Renewables,MW,869.08
2022-03-01,Dadra and Nagar Haveli and Dam,Renewables,MW,46.18
2022-03-01,Goa,Renewables,MW,20.34
2022-03-01,Gujarat,Renewables,MW,16587.9
2022-03-01,Madhya Pradesh,Renewables,MW,5468.88
2022-03-01,Maharashtra,Renewables,MW,10657.08
2022-03-01,Andhra Pradesh,Renewables,MW,9211.56
2022-03-01,Karnataka,Renewables,MW,15904.59
2022-03-01,Kerala,Renewables,MW,670.7
2022-03-01,Lakshadweep,Renewables,MW,3.27
2022-03-01,Puducherry,Renewables,MW,13.69
2022-03-01,Tamil Nadu,Renewables,MW,16148.61
2022-03-01,Telangana,Renewables,MW,4959.19
2022-03-01,Arunachal Pradesh,Renewables,MW,142.34
2022-03-01,Assam,Renewables,MW,154.05
2022-03-01,Manipur,Renewables,MW,17.7
2022-03-01,Meghalaya,Renewables,MW,50.48
2022-03-01,Mizoram,Renewables,MW,44.37
2022-03-01,Nagaland,Renewables,MW,33.71
2022-03-01,Tripura,Renewables,MW,30.9
2022-04-01,Chandigarh,Renewables,MW,55.65
2022-04-01,Delhi,Renewables,MW,270.12
2022-04-01,Haryana,Renewables,MW,1260.07
2022-04-01,Himachal Pradesh,Renewables,MW,1041.87
2022-04-01,Jammu and Kashmir,Renewables,MW,191.61
2022-04-01,Ladakh,Renewables,MW,47.44
2022-04-01,Punjab,Renewables,MW,1767.82
2022-04-01,Rajasthan,Renewables,MW,17512.74
2022-04-01,Uttar Pradesh,Renewables,MW,4483.55
2022-04-01,Uttarakhand,Renewables,MW,931.8
2022-04-01,Andaman & Nicobar Islands,Renewables,MW,35.16
2022-04-01,Bihar,Renewables,MW,387.36
2022-04-01,Jharkhand,Renewables,MW,97.14
2022-04-01,Odisha,Renewables,MW,617.26
2022-04-01,Sikkim,Renewables,MW,56.8
2022-04-01,West Bengal,Renewables,MW,596.95
2022-04-01,Chhatisgarh,Renewables,MW,874.07
2022-04-01,Dadra and Nagar Haveli and Dam,Renewables,MW,46.18
2022-04-01,Goa,Renewables,MW,20.7
2022-04-01,Gujarat,Renewables,MW,17107.77
2022-04-01,Madhya Pradesh,Renewables,MW,5485.14
2022-04-01,Maharashtra,Renewables,MW,10693.89
2022-04-01,Andhra Pradesh,Renewables,MW,9214.22
2022-04-01,Karnataka,Renewables,MW,15911.7
2022-04-01,Kerala,Renewables,MW,728.3
2022-04-01,Lakshadweep,Renewables,MW,3.27
2022-04-01,Puducherry,Renewables,MW,35.51
2022-04-01,Tamil Nadu,Renewables,MW,16459.66
2022-04-01,Telangana,Renewables,MW,4964.56
2022-04-01,Arunachal Pradesh,Renewables,MW,144.34
2022-04-01,Assam,Renewables,MW,179.05
2022-04-01,Manipur,Renewables,MW,17.69
2022-04-01,Meghalaya,Renewables,MW,50.49
2022-04-01,Mizoram,Renewables,MW,44.48
2022-04-01,Nagaland,Renewables,MW,33.71
2022-04-01,Tripura,Renewables,MW,30.93
2022-05-01,Chandigarh,Renewables,MW,56.33
2022-05-01,Delhi,Renewables,MW,270.12
2022-05-01,Haryana,Renewables,MW,1263.43
2022-05-01,Himachal Pradesh,Renewables,MW,1043.67
2022-05-01,Jammu and Kashmir,Renewables,MW,192.35
2022-05-01,Ladakh,Renewables,MW,47.44
2022-05-01,Punjab,Renewables,MW,1780.71
2022-05-01,Rajasthan,Renewables,MW,18707.27
2022-05-01,Uttar Pradesh,Renewables,MW,4483.65
2022-05-01,Uttarakhand,Renewables,MW,931.8
2022-05-01,Andaman & Nicobar Islands,Renewables,MW,35.16
2022-05-01,Bihar,Renewables,MW,387.41
2022-05-01,Jharkhand,Renewables,MW,97.14
2022-05-01,Odisha,Renewables,MW,626.26
2022-05-01,Sikkim,Renewables,MW,58.3
2022-05-01,West Bengal,Renewables,MW,596.95
2022-05-01,Chhatisgarh,Renewables,MW,880.32
2022-05-01,Dadra and Nagar Haveli and Dam,Renewables,MW,46.47
2022-05-01,Goa,Renewables,MW,20.7
2022-05-01,Gujarat,Renewables,MW,17329.89
2022-05-01,Madhya Pradesh,Renewables,MW,5496.81
2022-05-01,Maharashtra,Renewables,MW,10694.95
2022-05-01,Andhra Pradesh,Renewables,MW,9214.94
2022-05-01,Karnataka,Renewables,MW,15952.2
2022-05-01,Kerala,Renewables,MW,825.2
2022-05-01,Lakshadweep,Renewables,MW,3.27
2022-05-01,Puducherry,Renewables,MW,35.51
2022-05-01,Tamil Nadu,Renewables,MW,16653.65
2022-05-01,Telangana,Renewables,MW,4992.37
2022-05-01,Arunachal Pradesh,Renewables,MW,144.34
2022-05-01,Assam,Renewables,MW,179.05
2022-05-01,Manipur,Renewables,MW,17.71
2022-05-01,Meghalaya,Renewables,MW,50.49
2022-05-01,Mizoram,Renewables,MW,44.48
2022-05-01,Nagaland,Renewables,MW,34.71
2022-05-01,Tripura,Renewables,MW,31.42
2022-06-01,Chandigarh,Renewables,MW,56.85
2022-06-01,Delhi,Renewables,MW,270.12
2022-06-01,Haryana,Renewables,MW,1275.11
2022-06-01,Himachal Pradesh,Renewables,MW,1044.87
2022-06-01,Jammu and Kashmir,Renewables,MW,192.58
2022-06-01,Ladakh,Renewables,MW,47.44
2022-06-01,Punjab,Renewables,MW,1785.74
2022-06-01,Rajasthan,Renewables,MW,19099.45
2022-06-01,Uttar Pradesh,Renewables,MW,4483.65
2022-06-01,Uttarakhand,Renewables,MW,931.8
2022-06-01,Andaman & Nicobar Islands,Renewables,MW,35.16
2022-06-01,Bihar,Renewables,MW,387.41
2022-06-01,Jharkhand,Renewables,MW,97.14
2022-06-01,Odisha,Renewables,MW,626.98
2022-06-01,Sikkim,Renewables,MW,59.8
2022-06-01,West Bengal,Renewables,MW,596.95
2022-06-01,Chhatisgarh,Renewables,MW,880.32
2022-06-01,Dadra and Nagar Haveli and Dam,Renewables,MW,46.47
2022-06-01,Goa,Renewables,MW,21.93
2022-06-01,Gujarat,Renewables,MW,17424.87
